"id";"api_id";"category";"description";"external_id";"fuel_type";"license_id";"model";"operator";"provider"
1938234;1356502;"";"B-GO5766";"WDD1760431J525704";"PETROL";"";"";"car2go";"car2go"
1938235;1359702;"";"B-GO4254";"WME4533421K063709";"PETROL";"";"";"car2go";"car2go"
1938236;1355708;"";"B-GO8514";"WDC1569431J293081";"PETROL";"";"";"car2go";"car2go"
1938237;2574716;"";"Rose";"DriveNow_13429454";"PETROL";"M-DX8863";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938238;2574563;"";"Ramonda";"DriveNow_13204689";"PETROL";"M-DX5287";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938239;1450970;"";"Winston";"DriveNow_13423678";"DIESEL";"M-DX8618";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938240;2574679;"";"Mark";"DriveNow_13163262";"ELECTRICITY";"YJ15AFR";"BMW i3";"DriveNow";"driveNow"
1938241;2380378;"";"Mikkel";"DriveNow_13514070";"DIESEL";"M-DX5867";"BMW X1";"DriveNow";"driveNow"
1938242;1355897;"";"B-GO3772";"WME4533421K039849";"PETROL";"";"";"car2go";"car2go"
1938243;1632319;"";"Robinson";"DriveNow_13424005";"PETROL";"M-DX8803";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938244;2806581;"";"Elof";"DriveNow_13499187";"PETROL";"HTZ973";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938245;1356399;"";"S-GO2279";"WME4513901K662212";"ELECTRICITY";"";"";"car2go";"car2go"
1938246;2576466;"";"Maggy";"DriveNow_13413427";"PETROL";"1PSX748";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938247;1359470;"";"B-GO8477";"WDD1760431J511878";"PETROL";"";"";"car2go";"car2go"
1938248;2575953;"";"Mimi";"DriveNow_13471264";"PETROL";"M-DX8937";"MINI Cabrio";"DriveNow";"driveNow"
1938249;1357395;"";"S-GO2343";"WME4513901K666821";"ELECTRICITY";"";"";"car2go";"car2go"
1938250;1359079;"";"B-GO4745";"WME4533421K070141";"PETROL";"";"";"car2go";"car2go"
1938251;2577306;"";"Birger";"DriveNow_13358285";"DIESEL";"W-26861D";"MINI Cabrio";"DriveNow";"driveNow"
1938252;1356278;"";"B-GO5582";"WDD1760431J521020";"PETROL";"";"";"car2go";"car2go"
1938253;2575729;"";"Vilja (Child)";"DriveNow_13152492";"ELECTRICITY";"AV75118";"BMW i3";"DriveNow";"driveNow"
1938254;2575243;"";"Marcel";"DriveNow_13499145";"PETROL";"GBT705";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938255;1356162;"";"B-GO6796";"WME4533421K087434";"PETROL";"";"";"car2go";"car2go"
1938256;629901;"";"Fury";"DriveNow_13383517";"PETROL";"M-DX5837";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938257;1088878;"";"Paule";"DriveNow_13404453";"PETROL";"M-DX6610";"MINI Clubman";"DriveNow";"driveNow"
1938258;2812867;"";"B-GO8803";"WDD1173421N478977";"PETROL";"";"";"car2go";"car2go"
1938259;2303379;"";"Benyamin";"DriveNow_13494849";"DIESEL";"M-DX5741";"BMW 1er";"DriveNow";"driveNow"
1938260;1359548;"";"B-GO4844";"WME4533421K073194";"PETROL";"";"";"car2go";"car2go"
1938261;2434059;"";"Kirsten";"DriveNow_13399866";"PETROL";"M-DX7344";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938262;2575937;"";"Jack";"DriveNow_13205609";"PETROL";"YB65BZH";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938263;1358290;"";"S-GO2435";"WME4513901K672026";"ELECTRICITY";"";"";"car2go";"car2go"
1938264;2314618;"";"2324 / W-79377C";"WME4533421K176658";"PETROL";"";"";"car2go";"car2go"
1938265;1358776;"";"B-GO7120";"WME4533421K088530";"PETROL";"";"";"car2go";"car2go"
1938266;1357671;"";"B-GO4209";"WME4533421K042032";"PETROL";"";"";"car2go";"car2go"
1938267;1356984;"";"B-GO4100";"WME4533421K038170";"PETROL";"";"";"car2go";"car2go"
1938268;1358544;"";"S-GO2588";"WME4513901K728481";"ELECTRICITY";"";"";"car2go";"car2go"
1938269;1406587;"";"B-GO5494";"WDD2462011J284090";"PETROL";"";"";"car2go";"car2go"
1938270;1358121;"";"B-GO8165";"WME4533421K088584";"PETROL";"";"";"car2go";"car2go"
1938271;308561;"";"Rose";"DriveNow_13187721";"DIESEL";"M-DX9708";"BMW 1er";"DriveNow";"driveNow"
1938272;1648956;"";"Whitney";"DriveNow_13461717";"DIESEL";"M-DX8813";"BMW 1er";"DriveNow";"driveNow"
1938273;1370729;"";"B-GO7017";"WME4533421K088645";"PETROL";"";"";"car2go";"car2go"
1938274;1818399;"";"Tyson";"DriveNow_13476527";"PETROL";"M-DX9085";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938275;1359126;"";"B-GO8408";"WDD1760121J510665";"PETROL";"";"";"car2go";"car2go"
1938276;1358325;"";"B-GO3956";"WME4533421K037802";"PETROL";"";"";"car2go";"car2go"
1938277;1357480;"";"B-GO3484";"WME4533421K036854";"PETROL";"";"";"car2go";"car2go"
1938278;1356664;"";"S-GO2361";"WME4513901K667153";"ELECTRICITY";"";"";"car2go";"car2go"
1938279;2575500;"";"Octavius";"DriveNow_13359065";"PETROL";"M-DX5320";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938280;2573898;"";"Philis";"DriveNow_13369108";"PETROL";"1PDF345";"BMW 1er";"DriveNow";"driveNow"
1938281;1358808;"";"S-GO2372";"WME4513901K667136";"ELECTRICITY";"";"";"car2go";"car2go"
1938282;2578158;"";"Milli";"DriveNow_13398080";"DIESEL";"M-DX6291";"BMW 2er Cabrio";"DriveNow";"driveNow"
1938283;2577221;"";"Chester";"DriveNow_13524912";"PETROL";"M-DX5749";"MINI Cabrio";"DriveNow";"driveNow"
1938284;1116346;"";"Tucker";"DriveNow_13408982";"DIESEL";"M-DX6630";"MINI Clubman";"DriveNow";"driveNow"
1938285;2574265;"";"Felipe";"DriveNow_13432241";"PETROL";"M-DX8830";"MINI Cabrio";"DriveNow";"driveNow"
1938286;1500148;"";"B-GO6731";"WME4533421K149183";"PETROL";"";"";"car2go";"car2go"
1938287;1361408;"";"B-GO8620";"WDD1760431J514423";"PETROL";"";"";"car2go";"car2go"
1938288;1356560;"";"B-GO4367";"WME4533421K063434";"PETROL";"";"";"car2go";"car2go"
1938289;1357674;"";"B-GO4458";"WME4533421K070498";"PETROL";"";"";"car2go";"car2go"
1938290;1357392;"";"B-GO4627";"WME4533421K071496";"PETROL";"";"";"car2go";"car2go"
1938291;1357056;"";"B-GO8642";"WDD1760431J513671";"PETROL";"";"";"car2go";"car2go"
1938292;2574052;"";"Ben";"DriveNow_13458119";"PETROL";"PWY993";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938293;2574578;"";"Alexey";"DriveNow_13428524";"PETROL";"W-26930D";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938294;1358019;"";"B-GO6710";"WME4533421K074932";"PETROL";"";"";"car2go";"car2go"
1938295;1245378;"";"Melissa";"DriveNow_13423249";"DIESEL";"M-DX8359";"BMW 2er Cabrio";"DriveNow";"driveNow"
1938296;1359736;"";"B-GO4230";"WME4533421K043219";"PETROL";"";"";"car2go";"car2go"
1938297;2577696;"";"Vilfred";"DriveNow_13153011";"ELECTRICITY";"AV75207";"BMW i3";"DriveNow";"driveNow"
1938298;2733594;"";"Allan";"DriveNow_13499112";"PETROL";"YGN223";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938299;2575062;"";"Samuel (Child)";"DriveNow_13152767";"ELECTRICITY";"AV74922";"BMW i3";"DriveNow";"driveNow"
1938300;2519030;"";"Engelbert";"DriveNow_13513313";"DIESEL";"M-DX6081";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1938301;38705;"";"Elias";"DriveNow_13179855";"ELECTRICITY";"M-EV5604";"BMW i3";"DriveNow";"driveNow"
1938302;1356752;"";"B-GO3610";"WME4533421K037269";"PETROL";"";"";"car2go";"car2go"
1938303;2939026;"";"Inger";"DriveNow_13497238";"DIESEL";"YGZ780";"BMW 1er";"DriveNow";"driveNow"
1938304;1153340;"";"Berti";"DriveNow_13404351";"PETROL";"M-DX7329";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938305;2575248;"";"Silvano";"DriveNow_13360142";"PETROL";"M-DX5313";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938306;1355846;"";"B-GO5667";"WDD1760431J524274";"PETROL";"";"";"car2go";"car2go"
1938307;1054048;"";"Theadora";"DriveNow_13404441";"PETROL";"M-DX6540";"MINI Clubman";"DriveNow";"driveNow"
1938308;629910;"";"Tamara";"DriveNow_13383733";"DIESEL";"M-DX5972";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938309;2927936;"";"Blake";"DriveNow_13513973";"PETROL";"M-DX6923";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938310;2578133;"";"Michelle";"DriveNow_13398085";"DIESEL";"M-DX9144";"BMW 2er Cabrio";"DriveNow";"driveNow"
1938311;2575877;"";"Juliette";"DriveNow_13369211";"PETROL";"1PCH983";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938312;1357062;"";"B-GO1073";"WME4533421K040188";"PETROL";"";"";"car2go";"car2go"
1938313;2574292;"";"Anneliese";"DriveNow_13426878";"DIESEL";"W-26894D";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1938314;1358720;"";"S-GO2371";"WME4513901K667538";"ELECTRICITY";"";"";"car2go";"car2go"
1938315;2574698;"";"Madonna";"DriveNow_13383626";"PETROL";"M-DX5606";"MINI Clubman";"DriveNow";"driveNow"
1938316;2573940;"";"Aminur";"DriveNow_13329713";"PETROL";"YG16USY";"MINI Cabrio";"DriveNow";"driveNow"
1938317;2574105;"";"Da Vinci";"DriveNow_13181334";"DIESEL";"EDR547";"BMW 1er";"DriveNow";"driveNow"
1938318;363241;"";"Eliot";"DriveNow_13200002";"PETROL";"M-DX5286";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938319;1357315;"";"B-GO4066";"WME4533421K039065";"PETROL";"";"";"car2go";"car2go"
1938320;1491749;"";"B-GO6722";"WME4533421K149877";"PETROL";"";"";"car2go";"car2go"
1938321;1359175;"";"B-GO4118";"WME4533421K037465";"PETROL";"";"";"car2go";"car2go"
1938322;2575445;"";"Jason";"DriveNow_13426950";"DIESEL";"W-26892D";"MINI Clubman";"DriveNow";"driveNow"
1938323;319128;"";"Gustavo";"DriveNow_13204614";"PETROL";"M-DX9843";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938324;1450845;"";"Robinson";"DriveNow_13424021";"PETROL";"M-DX8623";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938325;1360953;"";"B-GO8579";"WDD1760121J515352";"PETROL";"";"";"car2go";"car2go"
1938326;2341170;"";"2130 / W-84655C";"WME4533421K174011";"PETROL";"";"";"car2go";"car2go"
1938327;1359729;"";"B-GO4155";"WME4533421K038747";"PETROL";"";"";"car2go";"car2go"
1938328;525387;"";"Finian";"DriveNow_13384080";"PETROL";"M-DX5528";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938329;2574001;"";"Mr. Burns";"DriveNow_13369397";"PETROL";"1PDD620";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1938330;2574049;"";"Elia";"DriveNow_13426916";"PETROL";"W-80483D";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938331;1500297;"";"B-GO3242";"WME4533421K149501";"PETROL";"";"";"car2go";"car2go"
1938332;1358040;"";"B-GO4882";"WME4533421K073614";"PETROL";"";"";"car2go";"car2go"
1938333;2575799;"";"Baris";"DriveNow_13357893";"PETROL";"W-55318D";"MINI Clubman";"DriveNow";"driveNow"
1938334;1355827;"";"B-GO5273";"WDD1760421J478505";"PETROL";"";"";"car2go";"car2go"
1938335;2575683;"";"Monique";"DriveNow_13383723";"DIESEL";"M-DX5917";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938336;2499522;"";"B-GO8861";"WDD1173421N478436";"PETROL";"";"";"car2go";"car2go"
1938337;1359425;"";"B-GO7034";"WME4533421K089542";"PETROL";"";"";"car2go";"car2go"
1938338;1997296;"";"Leopold";"DriveNow_13487934";"PETROL";"M-DX5182";"MINI Cabrio";"DriveNow";"driveNow"
1938339;1359134;"";"B-GO4107";"WME4533421K039650";"PETROL";"";"";"car2go";"car2go"
1938340;1359105;"";"B-GO5775";"WDD1760431J524712";"PETROL";"";"";"car2go";"car2go"
1938341;1358103;"";"B-GO4371";"WME4533421K064171";"PETROL";"";"";"car2go";"car2go"
1938342;1359556;"";"B-GO3518";"WME4533421K035384";"PETROL";"";"";"car2go";"car2go"
1938343;2575331;"";"Anissa";"DriveNow_13404469";"PETROL";"M-DX6448";"MINI Clubman";"DriveNow";"driveNow"
1938344;1355853;"";"B-GO8282";"WME4533421K089614";"PETROL";"";"";"car2go";"car2go"
1938345;1356732;"";"B-GO8240";"WME4533421K085913";"PETROL";"";"";"car2go";"car2go"
1938346;2575076;"";"Wayne";"DriveNow_13397797";"DIESEL";"M-DX6210";"BMW 2er Cabrio";"DriveNow";"driveNow"
1938347;1359159;"";"B-GO3902";"WME4533421K039560";"PETROL";"";"";"car2go";"car2go"
1938348;2573956;"";"Katerine";"DriveNow_13413323";"PETROL";"1PJY752";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1938349;2575246;"";"Mirabella";"DriveNow_13408840";"DIESEL";"M-DX6319";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938350;1357544;"";"B-GO4662";"WME4533421K071551";"PETROL";"";"";"car2go";"car2go"
1938351;296011;"";"Carry";"DriveNow_13202374";"DIESEL";"M-DX9659";"BMW 1er";"DriveNow";"driveNow"
1938352;2574027;"";"Louis (Child)";"DriveNow_13152911";"ELECTRICITY";"AV75130";"BMW i3";"DriveNow";"driveNow"
1938353;2575504;"";"Kimberlee";"DriveNow_13369374";"PETROL";"1PDC995";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1938354;1357465;"";"B-GO5441";"WDC1569431J299318";"PETROL";"";"";"car2go";"car2go"
1938355;1357387;"";"B-GO8177";"WME4533421K085884";"PETROL";"";"";"car2go";"car2go"
1938356;1356411;"";"B-GO8383";"WDD1760121J507400";"PETROL";"";"";"car2go";"car2go"
1938357;1356507;"";"B-GO3807";"WME4533421K038614";"PETROL";"";"";"car2go";"car2go"
1938358;951108;"";"Cosmo";"DriveNow_13389733";"DIESEL";"M-DX6306";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1938359;2380519;"";"2122 / W-84710C";"WME4533421K173917";"PETROL";"";"";"car2go";"car2go"
1938360;38991;"";"Tucky";"DriveNow_13179711";"ELECTRICITY";"M-EV5796";"BMW i3";"DriveNow";"driveNow"
1938361;1358787;"";"B-GO8296";"WME4533421K089231";"PETROL";"";"";"car2go";"car2go"
1938362;2380380;"";"Alessandro";"DriveNow_13487856";"PETROL";"M-DX5872";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938363;2573752;"";"Billi";"DriveNow_13423171";"DIESEL";"M-DX8612";"BMW 1er";"DriveNow";"driveNow"
1938364;2575881;"";"Abu";"DriveNow_13251614";"PETROL";"YB65FYR";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938365;1816230;"";"Juanita";"DriveNow_13471274";"PETROL";"M-DX9092";"MINI Cabrio";"DriveNow";"driveNow"
1938366;1358536;"";"B-GO8109";"WME4533421K087719";"PETROL";"";"";"car2go";"car2go"
1938367;1377674;"";"B-GO4804";"WME4533421K072917";"PETROL";"";"";"car2go";"car2go"
1938368;2574487;"";"Andy";"DriveNow_13229538";"PETROL";"YB65GXZ";"BMW 1er";"DriveNow";"driveNow"
1938369;2388539;"";"2148 / W-79374C";"WME4533421K174236";"PETROL";"";"";"car2go";"car2go"
1938370;1355914;"";"1635 / W-85534C";"WME4513341K834338";"PETROL";"";"";"car2go";"car2go"
1938371;1362395;"";"B-GO8628";"WDD1760431J512874";"PETROL";"";"";"car2go";"car2go"
1938372;1355970;"";"S-GO2517";"WME4513901K705687";"ELECTRICITY";"";"";"car2go";"car2go"
1938373;2575941;"";"Alexis";"DriveNow_13229519";"PETROL";"YB65HLF";"BMW 1er";"DriveNow";"driveNow"
1938374;1622148;"";"Robb";"DriveNow_13429632";"PETROL";"M-DX8807";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938375;1358562;"";"B-GO6978";"WME4533421K087634";"PETROL";"";"";"car2go";"car2go"
1938376;1359508;"";"B-GO8421";"WDD1760121J508115";"PETROL";"";"";"car2go";"car2go"
1938377;1356395;"";"B-GO1167";"WME4533421K035405";"PETROL";"";"";"car2go";"car2go"
1938378;1385839;"";"B-GO6901";"WME4533421K089555";"PETROL";"";"";"car2go";"car2go"
1938379;1356006;"";"B-GO8355";"WDD1760121J510233";"PETROL";"";"";"car2go";"car2go"
1938380;1358792;"";"B-GO8074";"WME4533421K085524";"PETROL";"";"";"car2go";"car2go"
1938381;1357463;"";"B-GO7073";"WME4533421K087900";"PETROL";"";"";"car2go";"car2go"
1938382;1358842;"";"B-GO3594";"WME4533421K037371";"PETROL";"";"";"car2go";"car2go"
1938383;2574721;"";"Frida";"DriveNow_13497248";"DIESEL";"UDN412";"BMW 1er";"DriveNow";"driveNow"
1938384;2375935;"";"Ken";"DriveNow_13489422";"PETROL";"M-DX5854";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938385;1357273;"";"B-GO6861";"WME4533421K088271";"PETROL";"";"";"car2go";"car2go"
1938386;2956446;"";"Caro";"DriveNow_13513778";"PETROL";"M-DX6972";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938387;2993010;"";"Lena";"DriveNow_13572252";"PETROL";"M-DX7078";"MINI Cabrio";"DriveNow";"driveNow"
1938388;2575853;"";"Dante";"DriveNow_13478191";"DIESEL";"M-DX8978";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938389;1356211;"";"B-GO8176";"WME4533421K085150";"PETROL";"";"";"car2go";"car2go"
1938390;2574794;"";"Romina";"DriveNow_13424075";"PETROL";"M-DX8431";"MINI Cabrio";"DriveNow";"driveNow"
1938391;2575295;"";"Pincus";"DriveNow_13452531";"PETROL";"1PSX734";"MINI Clubman";"DriveNow";"driveNow"
1938392;2576374;"";"Patrick";"DriveNow_13476533";"PETROL";"M-DX5632";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938393;1359073;"";"B-GO8155";"WME4533421K086888";"PETROL";"";"";"car2go";"car2go"
1938394;930742;"";"Aloise";"DriveNow_13404340";"PETROL";"M-DX6298";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938395;2575454;"";"Louie (Child)";"DriveNow_13152819";"ELECTRICITY";"AV75106";"BMW i3";"DriveNow";"driveNow"
1938396;1359648;"";"B-GO3670";"WME4533421K036215";"PETROL";"";"";"car2go";"car2go"
1938397;2574127;"";"Ahron";"DriveNow_13229460";"PETROL";"YB65FFE";"BMW 1er";"DriveNow";"driveNow"
1938398;1356739;"";"B-GO4772";"WME4533421K070310";"PETROL";"";"";"car2go";"car2go"
1938399;2574786;"";"Sture";"DriveNow_13181320";"PETROL";"JWJ450";"BMW 1er";"DriveNow";"driveNow"
1938400;1358771;"";"B-GO3470";"WME4533421K035683";"PETROL";"";"";"car2go";"car2go"
1938401;1357286;"";"1394 / W-15075F";"WME4513341K831295";"PETROL";"";"";"car2go";"car2go"
1938402;1746425;"";"B-GO8725";"WME4533421K150296";"PETROL";"";"";"car2go";"car2go"
1938403;1357973;"";"B-GO3545";"WME4533421K037199";"PETROL";"";"";"car2go";"car2go"
1938404;2932726;"";"Anette";"DriveNow_13428690";"DIESEL";"W-80502D";"MINI Clubman";"DriveNow";"driveNow"
1938405;2578124;"";"Detlef";"DriveNow_13449364";"DIESEL";"W-26940D";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1938406;1357669;"";"B-GO3590";"WME4533421K037054";"PETROL";"";"";"car2go";"car2go"
1938407;1356264;"";"B-GO4928";"WME4533421K074623";"PETROL";"";"";"car2go";"car2go"
1938408;1357180;"";"B-GO8270";"WME4533421K088974";"PETROL";"";"";"car2go";"car2go"
1938409;1356215;"";"B-GO4709";"WME4533421K070517";"PETROL";"";"";"car2go";"car2go"
1938410;1356511;"";"B-GO3976";"WME4533421K038015";"PETROL";"";"";"car2go";"car2go"
1938411;2866532;"";"Bibi";"DriveNow_13513299";"DIESEL";"M-DX6817";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1938412;1360934;"";"B-GO6935";"WME4533421K085953";"PETROL";"";"";"car2go";"car2go"
1938413;296010;"";"Aurea";"DriveNow_13202468";"DIESEL";"M-DX9655";"BMW 1er";"DriveNow";"driveNow"
1938414;1356499;"";"B-GO4774";"WME4533421K070561";"PETROL";"";"";"car2go";"car2go"
1938415;2574907;"";"Alex";"DriveNow_13499190";"PETROL";"GBT494";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938416;1359574;"";"B-GO5325";"WDD1173421N387134";"PETROL";"";"";"car2go";"car2go"
1938417;1357708;"";"B-GO8645";"WDD1760431J513845";"PETROL";"";"";"car2go";"car2go"
1938418;2289775;"";"2222 / W-84758C";"WME4533421K176897";"PETROL";"";"";"car2go";"car2go"
1938419;1357589;"";"S-GO2325";"WME4513901K663987";"ELECTRICITY";"";"";"car2go";"car2go"
1938420;1358008;"";"S-GO2629";"WME4513901K820093";"ELECTRICITY";"";"";"car2go";"car2go"
1938421;1356315;"";"B-GO3806";"WME4533421K038492";"PETROL";"";"";"car2go";"car2go"
1938422;1357805;"";"S-GO2422";"WME4513901K672852";"ELECTRICITY";"";"";"car2go";"car2go"
1938423;1358620;"";"B-GO1175";"WME4533421K036377";"PETROL";"";"";"car2go";"car2go"
1938424;2575546;"";"Agata";"DriveNow_13428529";"PETROL";"W-26806D";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938425;1829949;"";"Roberto";"DriveNow_13478213";"PETROL";"M-DX9128";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938426;1356407;"";"B-GO5412";"WDC1569421J265932";"PETROL";"";"";"car2go";"car2go"
1938427;2575567;"";"Veronika";"DriveNow_13476528";"PETROL";"M-DX5316";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938428;2573889;"";"Davis";"DriveNow_13422750";"DIESEL";"M-DX8424";"BMW 1er";"DriveNow";"driveNow"
1938429;1359694;"";"1672 / W-36136C";"WME4513341K833935";"PETROL";"";"";"car2go";"car2go"
1938430;2574534;"";"Anton";"DriveNow_13422742";"DIESEL";"M-DX8334";"BMW 1er";"DriveNow";"driveNow"
1938431;1359753;"";"B-GO4352";"WME4533421K065175";"PETROL";"";"";"car2go";"car2go"
1938432;2573881;"";"Alicia";"DriveNow_13428489";"DIESEL";"W-26950D";"BMW 1er";"DriveNow";"driveNow"
1938433;2576585;"";"Artem";"DriveNow_13329751";"PETROL";"YG16TWW";"MINI Cabrio";"DriveNow";"driveNow"
1938434;2712054;"";"Rockie";"DriveNow_13524915";"PETROL";"M-DX6388";"MINI Cabrio";"DriveNow";"driveNow"
1938435;1380373;"";"B-GO4244";"WME4533421K065447";"PETROL";"";"";"car2go";"car2go"
1938436;1358759;"";"B-GO4187";"WME4533421K043251";"PETROL";"";"";"car2go";"car2go"
1938437;2337122;"";"Reed";"DriveNow_13493341";"DIESEL";"M-DX5787";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1938438;1357033;"";"B-GO4080";"WME4533421K039402";"PETROL";"";"";"car2go";"car2go"
1938439;1357173;"";"B-GO4888";"WME4533421K074003";"PETROL";"";"";"car2go";"car2go"
1938440;2575772;"";"Gonzales";"DriveNow_13369369";"PETROL";"1PBT966";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1938441;1359472;"";"B-GO8194";"WME4533421K087575";"PETROL";"";"";"car2go";"car2go"
1938442;1358647;"";"B-GO1150";"WME4533421K037246";"PETROL";"";"";"car2go";"car2go"
1938443;1358081;"";"B-GO7067";"WME4533421K087672";"PETROL";"";"";"car2go";"car2go"
1938444;1357333;"";"B-GO4366";"WME4533421K063408";"PETROL";"";"";"car2go";"car2go"
1938445;1359998;"";"1413 / W-85285C";"WME4513341K831912";"PETROL";"";"";"car2go";"car2go"
1938446;2913447;"";"Bride";"DriveNow_13513413";"DIESEL";"M-DX6886";"BMW 2er Cabrio";"DriveNow";"driveNow"
1938447;2303284;"";"2180 / W-79338C";"WME4533421K174515";"PETROL";"";"";"car2go";"car2go"
1938448;1358119;"";"B-GO3789";"WME4533421K035603";"PETROL";"";"";"car2go";"car2go"
1938449;479620;"";"Dietrich";"DriveNow_13361240";"DIESEL";"M-DX5431";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1938450;32234;"";"Rubin";"DriveNow_13202948";"ELECTRICITY";"M-EV5674";"BMW i3";"DriveNow";"driveNow"
1938451;1357695;"";"B-GO5446";"WDC1569431J300145";"PETROL";"";"";"car2go";"car2go"
1938452;614832;"";"Vico";"DriveNow_13383640";"PETROL";"M-DX5730";"MINI Clubman";"DriveNow";"driveNow"
1938453;2807207;"";"Peggy";"DriveNow_13513777";"PETROL";"M-DX6789";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938454;1358795;"";"B-GO8026";"WME4533421K085861";"PETROL";"";"";"car2go";"car2go"
1938455;2578518;"";"Rose";"DriveNow_13458125";"PETROL";"OGB185";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938456;2574063;"";"Heather";"DriveNow_13404319";"PETROL";"M-DX8230";"MINI 5-Tuerer";"DriveNow";"driveNow"
1938457;2575730;"";"Sibylla";"DriveNow_13383352";"PETROL";"M-DX5866";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938458;1358731;"";"B-GO4741";"WME4533421K070434";"PETROL";"";"";"car2go";"car2go"
1938459;2615744;"";"Silvano";"DriveNow_13524917";"PETROL";"M-DX6480";"MINI Cabrio";"DriveNow";"driveNow"
1938460;2575116;"";"Grete";"DriveNow_13361268";"DIESEL";"M-DX5359";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1938461;677895;"";"Duncan";"DriveNow_13383389";"PETROL";"M-DX6160";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938462;1381196;"";"B-GO5677";"WDD1760431J522258";"PETROL";"";"";"car2go";"car2go"
1938463;2574751;"";"Helena";"DriveNow_13427057";"PETROL";"W-80495D";"MINI Clubman";"DriveNow";"driveNow"
1938464;1653461;"";"Anabella";"DriveNow_13432240";"PETROL";"M-DX8833";"MINI Cabrio";"DriveNow";"driveNow"
1938465;1080185;"";"Raynell";"DriveNow_13398208";"DIESEL";"M-DX6542";"BMW X1";"DriveNow";"driveNow"
1938466;951107;"";"Renaldo";"DriveNow_13408981";"DIESEL";"M-DX6308";"MINI Clubman";"DriveNow";"driveNow"
1938467;1088290;"";"Evelyn";"DriveNow_13404213";"PETROL";"M-DX6604";"MINI 3-Tuerer";"DriveNow";"driveNow"
1938468;1359646;"";"B-GO1038";"WME4533421K040029";"PETROL";"";"";"car2go";"car2go"
1938469;1356761;"";"B-GO6854";"WME4533421K087726";"PETROL";"";"";"car2go";"car2go"
1938470;2386333;"";"2010 / W-79391C";"WME4533421K173927";"PETROL";"";"";"car2go";"car2go"
1938471;2575299;"";"Teri";"DriveNow_13389611";"PETROL";"M-DX6256";"BMW 1er";"DriveNow";"driveNow"
1938472;1490905;"";"Leslie";"DriveNow_13429501";"PETROL";"M-DX8721";"MINI Cabrio";"DriveNow";"driveNow"
1938473;1357499;"";"B-GO6857";"WME4533421K085703";"PETROL";"";"";"car2go";"car2go"
1938474;1356088;"";"S-GO2171";"WME4513901K649351";"ELECTRICITY";"";"";"car2go";"car2go"
