"id";"api_id";"category";"description";"external_id";"fuel_type";"license_id";"model";"operator";"provider"
1931530;2574840;"";"Al-Amin";"DriveNow_13229464";"PETROL";"YB65FEM";"BMW 1er";"DriveNow";"driveNow"
1931531;2575662;"";"Roberta";"DriveNow_13393637";"DIESEL";"W-62827D";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931532;1359677;"";"B-GO4271";"WME4533421K064103";"PETROL";"";"";"car2go";"car2go"
1931533;1358247;"";"B-GO3869";"WME4533421K037564";"PETROL";"";"";"car2go";"car2go"
1931534;2574622;"";"Gustaf";"DriveNow_13424257";"PETROL";"M-DX9167";"MINI Clubman";"DriveNow";"driveNow"
1931535;2575680;"";"William";"DriveNow_13497244";"DIESEL";"YGY662";"BMW 1er";"DriveNow";"driveNow"
1931536;2335606;"";"2276 / W-79324C";"WME4533421K175869";"PETROL";"";"";"car2go";"car2go"
1931537;1358352;"";"B-GO4445";"WME4533421K071740";"PETROL";"";"";"car2go";"car2go"
1931538;1358501;"";"B-GO7025";"WME4533421K088910";"PETROL";"";"";"car2go";"car2go"
1931539;1490242;"";"Harrison";"DriveNow_13424213";"PETROL";"M-DX8659";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931540;1357208;"";"B-GO3818";"WME4533421K038226";"PETROL";"";"";"car2go";"car2go"
1931541;331788;"";"Adrienne";"DriveNow_13292659";"PETROL";"M-DX5210";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931542;2576354;"";"Tobias";"DriveNow_13152507";"ELECTRICITY";"AV75147";"BMW i3";"DriveNow";"driveNow"
1931543;1356721;"";"B-GO4501";"WME4533421K071027";"PETROL";"";"";"car2go";"car2go"
1931544;1356726;"";"B-GO5417";"WDC1569421J265950";"PETROL";"";"";"car2go";"car2go"
1931545;1359592;"";"B-GO4188";"WME4533421K043331";"PETROL";"";"";"car2go";"car2go"
1931546;1355728;"";"1451 / W-85329C";"WME4513341K831709";"PETROL";"";"";"car2go";"car2go"
1931547;962448;"";"Jordan";"DriveNow_13389716";"DIESEL";"M-DX6348";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1931548;1358745;"";"B-GO4200";"WME4533421K043160";"PETROL";"";"";"car2go";"car2go"
1931549;1358259;"";"B-GO3467";"WME4533421K037206";"PETROL";"";"";"car2go";"car2go"
1931550;2577286;"";"Roselle";"DriveNow_13200006";"PETROL";"M-DX9730";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931551;629904;"";"Eve";"DriveNow_13381928";"DIESEL";"M-DX5852";"BMW 1er";"DriveNow";"driveNow"
1931552;1356344;"";"B-GO8199";"WME4533421K088183";"PETROL";"";"";"car2go";"car2go"
1931553;32478;"";"Alexa";"DriveNow_13203085";"ELECTRICITY";"M-EV5700";"BMW i3";"DriveNow";"driveNow"
1931554;1357831;"";"1418 / W-85290C";"WME4513341K831872";"PETROL";"";"";"car2go";"car2go"
1931555;341102;"";"Hanna";"DriveNow_13292493";"PETROL";"M-DX5230";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931556;1358285;"";"B-GO3460";"WME4533421K037434";"PETROL";"";"";"car2go";"car2go"
1931557;1355705;"";"B-GO6910";"WME4533421K084984";"PETROL";"";"";"car2go";"car2go"
1931558;1632691;"";"Row";"DriveNow_13432566";"PETROL";"M-DX8805";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931559;1360672;"";"B-GO6883";"WME4533421K085992";"PETROL";"";"";"car2go";"car2go"
1931560;1356846;"";"B-GO8019";"WME4533421K087351";"PETROL";"";"";"car2go";"car2go"
1931561;2575612;"";"Ahmed";"DriveNow_13229489";"PETROL";"YB65HHC";"BMW 1er";"DriveNow";"driveNow"
1931562;1359428;"";"B-GO5577";"WDD1760431J521452";"PETROL";"";"";"car2go";"car2go"
1931563;1356516;"";"B-GO3704";"WME4533421K039090";"PETROL";"";"";"car2go";"car2go"
1931564;2577196;"";"Bo";"DriveNow_13389742";"DIESEL";"M-DX6283";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1931565;32314;"";"Clarice";"DriveNow_13203109";"ELECTRICITY";"M-EV5672";"BMW i3";"DriveNow";"driveNow"
1931566;1359593;"";"B-GO7122";"WME4533421K088573";"PETROL";"";"";"car2go";"car2go"
1931567;1355920;"";"1513 / W-85396C";"WME4513341K831928";"PETROL";"";"";"car2go";"car2go"
1931568;1385465;"";"B-GO3505";"WME4533421K036479";"PETROL";"";"";"car2go";"car2go"
1931569;1358754;"";"S-GO2486";"WME4513901K698142";"ELECTRICITY";"";"";"car2go";"car2go"
1931570;1359741;"";"B-GO8067";"WME4533421K088045";"PETROL";"";"";"car2go";"car2go"
1931571;1357199;"";"S-GO2608";"WME4513901K819890";"ELECTRICITY";"";"";"car2go";"car2go"
1931572;1357981;"";"1660 / W-85564C";"WME4513341K833910";"PETROL";"";"";"car2go";"car2go"
1931573;2576469;"";"Cinnamon";"DriveNow_13413282";"PETROL";"1PKY426";"BMW 1er";"DriveNow";"driveNow"
1931574;1356225;"";"1620 / W-85518C";"WME4513341K834200";"PETROL";"";"";"car2go";"car2go"
1931575;1359451;"";"B-GO4645";"WME4533421K069806";"PETROL";"";"";"car2go";"car2go"
1931576;296389;"";"Debby";"DriveNow_13202386";"DIESEL";"M-DX9658";"BMW 1er";"DriveNow";"driveNow"
1931577;322301;"";"Cornelius";"DriveNow_13360178";"PETROL";"M-DX5123";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931578;2575213;"";"Antonetta";"DriveNow_13395160";"PETROL";"1PEV802";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1931579;1657224;"";"Bride";"DriveNow_13432567";"PETROL";"M-DX8844";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931580;1358816;"";"B-GO5584";"WDD1760431J521436";"PETROL";"";"";"car2go";"car2go"
1931581;1357846;"";"B-GO8636";"WDD1760431J513010";"PETROL";"";"";"car2go";"car2go"
1931582;1357242;"";"B-GO6720";"WME4533421K075751";"PETROL";"";"";"car2go";"car2go"
1931583;2574880;"";"Nanni";"DriveNow_13462712";"DIESEL";"M-DX8824";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1931584;2577673;"";"Ion";"DriveNow_13119962";"ELECTRICITY";"M-EV1120";"BMW i3";"DriveNow";"driveNow"
1931585;331835;"";"Kora";"DriveNow_13199278";"PETROL";"M-DX5132";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931586;1356800;"";"B-GO5427";"WDC1569121J296393";"PETROL";"";"";"car2go";"car2go"
1931587;1358710;"";"B-GO4119";"WME4533421K039444";"PETROL";"";"";"car2go";"car2go"
1931588;1359519;"";"S-GO2354";"WME4513901K667436";"ELECTRICITY";"";"";"car2go";"car2go"
1931589;1356811;"";"B-GO4912";"WME4533421K073523";"PETROL";"";"";"car2go";"car2go"
1931590;1358056;"";"1602 / W-85496C";"WME4513341K833800";"PETROL";"";"";"car2go";"car2go"
1931591;517314;"";"Pippa";"DriveNow_13383614";"PETROL";"M-DX5554";"MINI Clubman";"DriveNow";"driveNow"
1931592;1358076;"";"B-GO4126";"WME4533421K038469";"PETROL";"";"";"car2go";"car2go"
1931593;1362394;"";"B-GO5483";"WDD1760431J516041";"PETROL";"";"";"car2go";"car2go"
1931594;2575260;"";"Deborah";"DriveNow_13449082";"DIESEL";"W-26820D";"BMW 1er";"DriveNow";"driveNow"
1931595;1357117;"";"B-GO3585";"WME4533421K036976";"PETROL";"";"";"car2go";"car2go"
1931596;2575128;"";"Karoly";"DriveNow_13205463";"PETROL";"YF65HWJ";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931597;2575436;"";"Aurélie";"DriveNow_13358141";"DIESEL";"W-55331D";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931598;2575714;"";"Dora";"DriveNow_13369283";"PETROL";"1PCJ515";"MINI Clubman";"DriveNow";"driveNow"
1931599;2882425;"";"Elias";"DriveNow_13524460";"PETROL";"M-DX6860";"MINI Clubman";"DriveNow";"driveNow"
1931600;2932484;"";"Ophelia";"DriveNow_13569586";"DIESEL";"M-DX6942";"BMW 1er";"DriveNow";"driveNow"
1931601;1357191;"";"B-GO4638";"WME4533421K072624";"PETROL";"";"";"car2go";"car2go"
1931602;1356169;"";"S-GO2394";"WME4513901K672456";"ELECTRICITY";"";"";"car2go";"car2go"
1931603;2574188;"";"Mickey";"DriveNow_13492469";"PETROL";"M-DX5627";"MINI Cabrio";"DriveNow";"driveNow"
1931604;2574877;"";"Akos";"DriveNow_13229461";"PETROL";"YB65HFH";"BMW 1er";"DriveNow";"driveNow"
1931605;2867345;"";"Rita";"DriveNow_13524435";"PETROL";"M-DX6854";"MINI Cabrio";"DriveNow";"driveNow"
1931606;1356214;"";"B-GO7052";"WME4533421K086911";"PETROL";"";"";"car2go";"car2go"
1931607;494572;"";"Jesselyn";"DriveNow_13383641";"PETROL";"M-DX5475";"MINI Clubman";"DriveNow";"driveNow"
1931608;1357314;"";"B-GO8607";"WDD1760431J515498";"PETROL";"";"";"car2go";"car2go"
1931609;2573788;"";"Sampson";"DriveNow_13383695";"DIESEL";"M-DX5457";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931610;1894251;"";"Jesselyn";"DriveNow_13424246";"PETROL";"M-DX9174";"MINI Clubman";"DriveNow";"driveNow"
1931611;2310202;"";"2243 / W-79415C";"WME4533421K175683";"PETROL";"";"";"car2go";"car2go"
1931612;1356783;"";"1655 / W-85559C";"WME4513341K833531";"PETROL";"";"";"car2go";"car2go"
1931613;2574801;"";"Kaj (Child)";"DriveNow_13152930";"ELECTRICITY";"AV74850";"BMW i3";"DriveNow";"driveNow"
1931614;2286263;"";"Arabella";"DriveNow_13494848";"DIESEL";"M-DX5733";"BMW 1er";"DriveNow";"driveNow"
1931615;628649;"";"Cordelia";"DriveNow_13382017";"PETROL";"M-DX5849";"BMW 1er";"DriveNow";"driveNow"
1931616;631338;"";"Coraline";"DriveNow_13399869";"PETROL";"M-DX5971";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931617;2575506;"";"Barnard";"DriveNow_13408914";"DIESEL";"M-DX8447";"MINI Clubman";"DriveNow";"driveNow"
1931618;1356199;"";"B-GO4327";"WME4533421K063950";"PETROL";"";"";"car2go";"car2go"
1931619;2574151;"";"Tilde (Child)";"DriveNow_13152653";"ELECTRICITY";"AV74970";"BMW i3";"DriveNow";"driveNow"
1931620;1123004;"";"Vladimir";"DriveNow_13404406";"PETROL";"M-DX6815";"MINI Cabrio";"DriveNow";"driveNow"
1931621;1358235;"";"B-GO4183";"WME4533421K039213";"PETROL";"";"";"car2go";"car2go"
1931622;2334834;"";"2115 / W-84582C";"WME4533421K173810";"PETROL";"";"";"car2go";"car2go"
1931623;1359170;"";"B-GO6989";"WME4533421K087890";"PETROL";"";"";"car2go";"car2go"
1931624;1360036;"";"B-GO8142";"WME4533421K088987";"PETROL";"";"";"car2go";"car2go"
1931625;1356422;"";"B-GO3874";"WME4533421K038125";"PETROL";"";"";"car2go";"car2go"
1931626;2574057;"";"Clifford";"DriveNow_13203164";"ELECTRICITY";"M-EV5770";"BMW i3 REx";"DriveNow";"driveNow"
1931627;2573853;"";"Nancy";"DriveNow_13458021";"DIESEL";"OFR551";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1931628;1356105;"";"B-GO4413";"WME4533421K065093";"PETROL";"";"";"car2go";"car2go"
1931629;2575748;"";"Marcus";"DriveNow_13432207";"PETROL";"M-DX9199";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931630;1356893;"";"UL-ED1023";"WME4513911K430414";"ELECTRICITY";"";"";"car2go";"car2go"
1931631;2574069;"";"Mordechy";"DriveNow_13205482";"PETROL";"YF65JVC";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931632;1371857;"";"B-GO3472";"WME4533421K035568";"PETROL";"";"";"car2go";"car2go"
1931633;2882172;"";"Axel";"DriveNow_13426893";"DIESEL";"W-26909D";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1931634;2632643;"";"Rubi";"DriveNow_13487360";"DIESEL";"M-DX6118";"MINI Clubman";"DriveNow";"driveNow"
1931635;38650;"";"Ramona";"DriveNow_13203234";"ELECTRICITY";"M-EV5751";"BMW i3 REx";"DriveNow";"driveNow"
1931636;2577216;"";"Angelina";"DriveNow_13152804";"ELECTRICITY";"AV75075";"BMW i3";"DriveNow";"driveNow"
1931637;1377480;"";"B-GO8582";"WDD1760121J513469";"PETROL";"";"";"car2go";"car2go"
1931638;1356423;"";"1671 / W-36135C";"WME4513341K833920";"PETROL";"";"";"car2go";"car2go"
1931639;2574953;"";"Lari";"DriveNow_13404390";"PETROL";"M-DX6400";"MINI Cabrio";"DriveNow";"driveNow"
1931640;1355737;"";"B-GO8640";"WDD1760431J512296";"PETROL";"";"";"car2go";"car2go"
1931641;1171136;"";"Gertrud";"DriveNow_13424025";"PETROL";"M-DX8073";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931642;2574389;"";"Berra";"DriveNow_13499191";"PETROL";"OGL040";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931643;2733584;"";"Anton";"DriveNow_13536218";"DIESEL";"PDM883";"BMW 1er";"DriveNow";"driveNow"
1931644;2433875;"";"2291 / W-27928F";"WME4533421K176039";"PETROL";"";"";"car2go";"car2go"
1931645;1482150;"";"B-GO8761";"WME4533421K148831";"PETROL";"";"";"car2go";"car2go"
1931646;1357190;"";"B-GO4224";"WME4533421K043148";"PETROL";"";"";"car2go";"car2go"
1931647;1359720;"";"B-GO5343";"WDD1173421N388000";"PETROL";"";"";"car2go";"car2go"
1931648;2574849;"";"Aharon";"DriveNow_13389593";"PETROL";"M-DX6332";"BMW 1er";"DriveNow";"driveNow"
1931649;1357696;"";"B-GO4047";"WME4533421K038337";"PETROL";"";"";"car2go";"car2go"
1931650;2575618;"";"Pontus";"DriveNow_13520053";"ELECTRICITY";"BG62087";"BMW i3";"DriveNow";"driveNow"
1931651;1357732;"";"B-GO4474";"WME4533421K071682";"PETROL";"";"";"car2go";"car2go"
1931652;2575507;"";"Becki";"DriveNow_13383545";"PETROL";"M-DX5967";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931653;1358001;"";"B-GO8013";"WME4533421K087000";"PETROL";"";"";"car2go";"car2go"
1931654;1360356;"";"B-GO8054";"WME4533421K086511";"PETROL";"";"";"car2go";"car2go"
1931655;2615745;"";"Feodora";"DriveNow_13524913";"PETROL";"M-DX6481";"MINI Cabrio";"DriveNow";"driveNow"
1931656;1088742;"";"Babbette";"DriveNow_13404172";"PETROL";"M-DX6599";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931657;2887402;"";"Humberto";"DriveNow_13524717";"DIESEL";"M-DX6858";"MINI Cabrio";"DriveNow";"driveNow"
1931658;2859586;"";"Kelvin";"DriveNow_13513393";"DIESEL";"M-DX6803";"BMW 2er Cabrio";"DriveNow";"driveNow"
1931659;1356734;"";"S-GO2248";"WME4513901K657789";"ELECTRICITY";"";"";"car2go";"car2go"
1931660;2290028;"";"2225 / W-84684C";"WME4533421K176916";"PETROL";"";"";"car2go";"car2go"
1931661;2690959;"";"Susanna";"DriveNow_13495307";"PETROL";"M-DX6569";"MINI Cabrio";"DriveNow";"driveNow"
1931662;2578120;"";"Freja";"DriveNow_13152733";"ELECTRICITY";"AV74863";"BMW i3";"DriveNow";"driveNow"
1931663;1360033;"";"1559 / W-85450C";"WME4513341K833459";"PETROL";"";"";"car2go";"car2go"
1931664;2397426;"";"2052 / W-79434C";"WME4533421K173856";"PETROL";"";"";"car2go";"car2go"
1931665;1603559;"";"B-GO8768";"WME4533421K149539";"PETROL";"";"";"car2go";"car2go"
1931666;1359653;"";"1573 / W-85466C";"WME4513341K833672";"PETROL";"";"";"car2go";"car2go"
1931667;2576597;"";"Pascale";"DriveNow_13203047";"ELECTRICITY";"M-EV5658";"BMW i3";"DriveNow";"driveNow"
1931668;2767985;"";"Spence";"DriveNow_13514046";"PETROL";"M-DX6721";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931669;1358451;"";"S-GO2555";"WME4513901K728429";"ELECTRICITY";"";"";"car2go";"car2go"
1931670;1355800;"";"B-GO1164";"WME4533421K035465";"PETROL";"";"";"car2go";"car2go"
1931671;1359544;"";"1511 / W-85393C";"WME4513341K831808";"PETROL";"";"";"car2go";"car2go"
1931672;1356079;"";"B-GO3143";"WME4533421K037378";"PETROL";"";"";"car2go";"car2go"
1931673;2589366;"";"Lilje";"DriveNow_13152989";"ELECTRICITY";"AV75171";"BMW i3";"DriveNow";"driveNow"
1931674;1366964;"";"B-GO4215";"WME4533421K043288";"PETROL";"";"";"car2go";"car2go"
1931675;2578130;"";"Juana";"DriveNow_13409021";"PETROL";"M-DX6233";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931676;631332;"";"Karin";"DriveNow_13408824";"DIESEL";"M-DX5976";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931677;1498324;"";"Cleopatra";"DriveNow_13429508";"PETROL";"M-DX8724";"MINI Cabrio";"DriveNow";"driveNow"
1931678;1894252;"";"Calvin";"DriveNow_13429460";"PETROL";"M-DX9181";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931679;2576534;"";"Dave";"DriveNow_13449257";"DIESEL";"W-27090D";"BMW X1";"DriveNow";"driveNow"
1931680;1357726;"";"B-GO8156";"WME4533421K086952";"PETROL";"";"";"car2go";"car2go"
1931681;2573997;"";"Kimberley";"DriveNow_13496471";"DIESEL";"OGE272";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1931682;951463;"";"Jaquelin";"DriveNow_13383417";"PETROL";"M-DX6529";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931683;2289777;"";"2285 / W-84778C";"WME4533421K175974";"PETROL";"";"";"car2go";"car2go"
1931684;1359501;"";"B-GO6983";"WME4533421K087767";"PETROL";"";"";"car2go";"car2go"
1931685;1358892;"";"B-GO3135";"WME4533421K035339";"PETROL";"";"";"car2go";"car2go"
1931686;1127798;"";"Philis";"DriveNow_13408844";"DIESEL";"M-DX7110";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931687;1357969;"";"B-GO5779";"WDD1760431J525032";"PETROL";"";"";"car2go";"car2go"
1931688;1000689;"";"Silva";"DriveNow_13422445";"PETROL";"M-DX6418";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931689;2919544;"";"Angelika";"DriveNow_13499164";"PETROL";"YGX688";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931690;1356487;"";"S-GO2628";"WME4513901K820086";"ELECTRICITY";"";"";"car2go";"car2go"
1931691;1355688;"";"B-GO6784";"WME4533421K063115";"PETROL";"";"";"car2go";"car2go"
1931692;2574805;"";"Jerry";"DriveNow_13286095";"ELECTRICITY";"WJH388";"BMW i3";"DriveNow";"driveNow"
1931693;2913444;"";"Raynard";"DriveNow_13513702";"DIESEL";"M-DX6889";"BMW 2er Cabrio";"DriveNow";"driveNow"
1931694;1369901;"";"B-GO3663";"WME4533421K037315";"PETROL";"";"";"car2go";"car2go"
1931695;2574624;"";"Kåre";"DriveNow_13499172";"PETROL";"YGT434";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931696;2575214;"";"Estelle";"DriveNow_13497247";"DIESEL";"FLL985";"BMW 1er";"DriveNow";"driveNow"
1931697;2574868;"";"Alf";"DriveNow_13360228";"DIESEL";"M-DX5323";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931698;2575359;"";"Trixie";"DriveNow_13383355";"PETROL";"M-DX5805";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931699;1355694;"";"B-GO5739";"WDD1760121J526696";"PETROL";"";"";"car2go";"car2go"
1931700;2881723;"";"Barnard";"DriveNow_13495313";"PETROL";"M-DX6836";"MINI Cabrio";"DriveNow";"driveNow"
1931701;2588349;"";"Ophelie";"DriveNow_13513315";"DIESEL";"M-DX6149";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1931702;1357760;"";"B-GO5487";"WDD2462011J284483";"PETROL";"";"";"car2go";"car2go"
1931703;2585905;"";"Sofia";"DriveNow_13286106";"ELECTRICITY";"EEZ527";"BMW i3";"DriveNow";"driveNow"
1931704;1165959;"";"Katharine";"DriveNow_13423181";"DIESEL";"M-DX7459";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1931705;2574705;"";"Floyd";"DriveNow_13290810";"PETROL";"M-DX9742";"MINI Clubman";"DriveNow";"driveNow"
1931706;1131595;"";"Monty";"DriveNow_13398201";"DIESEL";"M-DX1082";"BMW X1";"DriveNow";"driveNow"
1931707;1356820;"";"1593 / W-85487C";"WME4513341K833942";"PETROL";"";"";"car2go";"car2go"
1931708;1357350;"";"B-GO6786";"WME4533421K038185";"PETROL";"";"";"car2go";"car2go"
1931709;1356046;"";"S-GO2446";"WME4513901K683085";"ELECTRICITY";"";"";"car2go";"car2go"
1931710;1715147;"";"B-GO5593";"WDD1760431J508523";"PETROL";"";"";"car2go";"car2go"
1931711;1356439;"";"1107 / W-21650E";"WME4513341K828860";"PETROL";"";"";"car2go";"car2go"
1931712;1973784;"";"Leni";"DriveNow_13487912";"PETROL";"M-DX9244";"MINI Cabrio";"DriveNow";"driveNow"
1931713;331699;"";"Elvin";"DriveNow_13292689";"PETROL";"M-DX5208";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931714;1377041;"";"1391 / W-84829C";"WME4513341K831150";"PETROL";"";"";"car2go";"car2go"
1931715;1355713;"";"B-GO8474";"WDD1760431J515488";"PETROL";"";"";"car2go";"car2go"
1931716;1356322;"";"B-GO4692";"WME4533421K071691";"PETROL";"";"";"car2go";"car2go"
1931717;2575471;"";"Darius";"DriveNow_13449250";"DIESEL";"W-27071D";"BMW X1";"DriveNow";"driveNow"
1931718;1358332;"";"B-GO3614";"WME4533421K035808";"PETROL";"";"";"car2go";"car2go"
1931719;2575222;"";"Azeem";"DriveNow_13329702";"PETROL";"YG16SZR";"MINI Cabrio";"DriveNow";"driveNow"
1931720;2314615;"";"2029 / W-84694C";"WME4533421K174093";"PETROL";"";"";"car2go";"car2go"
1931721;1359492;"";"B-GO6732";"WME4513901K819645";"ELECTRICITY";"";"";"car2go";"car2go"
1931722;1356113;"";"B-GO5753";"WDD1760121J525412";"PETROL";"";"";"car2go";"car2go"
1931723;1356937;"";"B-GO8075";"WME4533421K084865";"PETROL";"";"";"car2go";"car2go"
1931724;1159459;"";"Giorgio";"DriveNow_13404344";"PETROL";"M-DX7333";"MINI 5-Tuerer";"DriveNow";"driveNow"
1931725;1355784;"";"B-GO4550";"WME4533421K069522";"PETROL";"";"";"car2go";"car2go"
1931726;1356916;"";"B-GO3149";"WME4533421K035688";"PETROL";"";"";"car2go";"car2go"
1931727;2128131;"";"Karoline";"DriveNow_13487739";"DIESEL";"M-DX5681";"BMW 1er";"DriveNow";"driveNow"
1931728;1355810;"";"B-GO5380";"WDC1569421J266212";"PETROL";"";"";"car2go";"car2go"
1931729;2867343;"";"Ricard";"DriveNow_13524433";"PETROL";"M-DX6847";"MINI Cabrio";"DriveNow";"driveNow"
1931730;2577203;"";"Marvin (Child)";"DriveNow_13152822";"ELECTRICITY";"AV75160";"BMW i3";"DriveNow";"driveNow"
1931731;1831714;"";"Jennie";"DriveNow_13487923";"PETROL";"M-DX9153";"MINI Cabrio";"DriveNow";"driveNow"
1931732;1356791;"";"B-GO4410";"WME4533421K064552";"PETROL";"";"";"car2go";"car2go"
1931733;2573991;"";"Hermine";"DriveNow_13202458";"DIESEL";"M-DX5175";"BMW 1er";"DriveNow";"driveNow"
1931734;2575896;"";"Jessica";"DriveNow_13286088";"ELECTRICITY";"SYP423";"BMW i3";"DriveNow";"driveNow"
1931735;1360068;"";"B-GO4651";"WME4533421K070579";"PETROL";"";"";"car2go";"car2go"
1931736;2575175;"";"Omar (Child)";"DriveNow_13152915";"ELECTRICITY";"AV75138";"BMW i3";"DriveNow";"driveNow"
1931737;1381197;"";"B-GO5682";"WDD1760431J522220";"PETROL";"";"";"car2go";"car2go"
1931738;1475437;"";"Odo";"DriveNow_13428920";"DIESEL";"M-DX8629";"BMW 1er";"DriveNow";"driveNow"
1931739;1380693;"";"B-GO4061";"WME4533421K038910";"PETROL";"";"";"car2go";"car2go"
1931740;385516;"";"Remus";"DriveNow_13361249";"DIESEL";"M-DX5389";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1931741;1356054;"";"1101 / W-79422C";"WME4513341K828956";"PETROL";"";"";"car2go";"car2go"
1931742;1355922;"";"B-GO4860";"WME4533421K074437";"PETROL";"";"";"car2go";"car2go"
1931743;1358564;"";"B-GO5324";"WDD1173421N386235";"PETROL";"";"";"car2go";"car2go"
1931744;1357122;"";"B-GO8245";"WME4533421K086312";"PETROL";"";"";"car2go";"car2go"
1931745;34608;"";"Leila";"DriveNow_13199934";"ELECTRICITY";"M-EV5626";"BMW i3";"DriveNow";"driveNow"
1931746;2575917;"";"Ea (Child)";"DriveNow_13152480";"ELECTRICITY";"AV75030";"BMW i3";"DriveNow";"driveNow"
1931747;2932658;"";"Reggy";"DriveNow_13513733";"PETROL";"M-DX6912";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931748;2574041;"";"Horst";"DriveNow_13119955";"ELECTRICITY";"M-EV5091";"BMW i3";"DriveNow";"driveNow"
1931749;1245609;"";"Mikel";"DriveNow_13423208";"DIESEL";"M-DX8298";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1931750;1358801;"";"B-GO8238";"WME4533421K085837";"PETROL";"";"";"car2go";"car2go"
1931751;1357548;"";"B-GO4133";"WME4533421K037654";"PETROL";"";"";"car2go";"car2go"
1931752;2335605;"";"Christian";"DriveNow_13487936";"PETROL";"M-DX5814";"MINI Cabrio";"DriveNow";"driveNow"
1931753;1358244;"";"B-GO5209";"WDD1760421J478399";"PETROL";"";"";"car2go";"car2go"
1931754;1384265;"";"S-GO2609";"WME4513901K819900";"ELECTRICITY";"";"";"car2go";"car2go"
1931755;1357461;"";"B-GO4890";"WME4533421K074597";"PETROL";"";"";"car2go";"car2go"
1931756;2576382;"";"Maryam";"DriveNow_13152945";"ELECTRICITY";"AV75087";"BMW i3";"DriveNow";"driveNow"
1931757;2574406;"";"Arthur";"DriveNow_13152753";"ELECTRICITY";"AV74889";"BMW i3";"DriveNow";"driveNow"
1931758;1356367;"";"B-GO3667";"WME4533421K037302";"PETROL";"";"";"car2go";"car2go"
1931759;1356876;"";"S-GO2506";"WME4513901K698106";"ELECTRICITY";"";"";"car2go";"car2go"
1931760;1356217;"";"B-GO3788";"WME4533421K038979";"PETROL";"";"";"car2go";"car2go"
1931761;1356569;"";"B-GO4778";"WME4533421K070760";"PETROL";"";"";"car2go";"car2go"
1931762;2573890;"";"Ferdinand";"DriveNow_13458063";"DIESEL";"OFT507";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1931763;2575247;"";"Cecilia";"DriveNow_13152922";"ELECTRICITY";"AV75153";"BMW i3";"DriveNow";"driveNow"
1931764;2576409;"";"Amelia";"DriveNow_13493362";"DIESEL";"W-27106D";"BMW 1er";"DriveNow";"driveNow"
1931765;1356828;"";"B-GO4586";"WME4533421K069765";"PETROL";"";"";"car2go";"car2go"
1931766;2576543;"";"Tamara";"DriveNow_13358284";"DIESEL";"W-26846D";"MINI Cabrio";"DriveNow";"driveNow"
1931767;1358960;"";"B-GO1182";"WME4533421K035663";"PETROL";"";"";"car2go";"car2go"
1931768;2574313;"";"Angela";"DriveNow_13251608";"PETROL";"YB65FZS";"MINI 3-Tuerer";"DriveNow";"driveNow"
1931769;2577284;"";"Susi";"DriveNow_13432261";"DIESEL";"M-DX8766";"MINI 3-Tuerer";"DriveNow";"driveNow"
